Region/Country/Area,,Year,Series,Value,Footnotes
831,Guernsey,2013,Employment by industry: Industry (%) Male,12.2,
831,Guernsey,2013,Employment by industry: Services (%) Male,40.9,
831,Guernsey,2013,Employment by industry: Agriculture (%) Female,0.5,
831,Guernsey,2013,Employment by industry: Industry (%) Female,1.4,
831,Guernsey,2013,Employment by industry: Services (%) Female,44.3,
324,Guinea,2005,Employment by industry: Agriculture (%) Male and Female,69.319,Estimate.
324,Guinea,2005,Employment by industry: Industry (%) Male and Female,5.398,Estimate.
324,Guinea,2005,Employment by industry: Services (%) Male and Female,25.283,Estimate.
324,Guinea,2005,Employment by industry: Agriculture (%) Male,65.16,Estimate.
324,Guinea,2005,Employment by industry: Industry (%) Male,9.512,Estimate.
324,Guinea,2005,Employment by industry: Services (%) Male,25.328,Estimate.
324,Guinea,2005,Employment by industry: Agriculture (%) Female,72.82,Estimate.
324,Guinea,2005,Employment by industry: Industry (%) Female,1.935,Estimate.
324,Guinea,2005,Employment by industry: Services (%) Female,25.245,Estimate.
324,Guinea,2010,Employment by industry: Agriculture (%) Male and Female,67.482,Estimate.
324,Guinea,2010,Employment by industry: Industry (%) Male and Female,5.314,Estimate.
324,Guinea,2010,Employment by industry: Services (%) Male and Female,27.205,Estimate.
324,Guinea,2010,Employment by industry: Agriculture (%) Male,64.175,Estimate.
324,Guinea,2010,Employment by industry: Industry (%) Male,9.427,Estimate.
324,Guinea,2010,Employment by industry: Services (%) Male,26.399,Estimate.
324,Guinea,2010,Employment by industry: Agriculture (%) Female,70.22,Estimate.
324,Guinea,2010,Employment by industry: Industry (%) Female,1.908,Estimate.
324,Guinea,2010,Employment by industry: Services (%) Female,27.872,Estimate.
324,Guinea,2015,Employment by industry: Agriculture (%) Male and Female,64.887,Estimate.
324,Guinea,2015,Employment by industry: Industry (%) Male and Female,5.423,Estimate.
324,Guinea,2015,Employment by industry: Services (%) Male and Female,29.69,Estimate.
324,Guinea,2015,Employment by industry: Agriculture (%) Male,62.569,Estimate.
324,Guinea,2015,Employment by industry: Industry (%) Male,9.683,Estimate.
324,Guinea,2015,Employment by industry: Services (%) Male,27.749,Estimate.
324,Guinea,2015,Employment by industry: Agriculture (%) Female,66.789,Estimate.
324,Guinea,2015,Employment by industry: Industry (%) Female,1.928,Estimate.
324,Guinea,2015,Employment by industry: Services (%) Female,31.283,Estimate.
324,Guinea,2020,Employment by industry: Agriculture (%) Male and Female,61.251,Estimate.
324,Guinea,2020,Employment by industry: Industry (%) Male and Female,6.211,Estimate.
324,Guinea,2020,Employment by industry: Services (%) Male and Female,32.538,Estimate.
324,Guinea,2020,Employment by industry: Agriculture (%) Male,59.63,Estimate.
324,Guinea,2020,Employment by industry: Industry (%) Male,11.204,Estimate.
324,Guinea,2020,Employment by industry: Services (%) Male,29.166,Estimate.
324,Guinea,2020,Employment by industry: Agriculture (%) Female,62.596,Estimate.
324,Guinea,2020,Employment by industry: Industry (%) Female,2.071,Estimate.
324,Guinea,2020,Employment by industry: Services (%) Female,35.333,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Agriculture (%) Male and Female,72.173,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Industry (%) Male and Female,7.442,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Services (%) Male and Female,20.385,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Agriculture (%) Male,68.156,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Industry (%) Male,9.926,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Services (%) Male,21.918,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Agriculture (%) Female,76.517,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Industry (%) Female,4.755,Estimate.
624,Guinea-Bissau,2005,Employment by industry: Services (%) Female,18.727,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Agriculture (%) Male and Female,71.032,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Industry (%) Male and Female,7.129,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Services (%) Male and Female,21.839,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Agriculture (%) Male,67.52,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Industry (%) Male,9.643,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Services (%) Male,22.838,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Agriculture (%) Female,74.815,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Industry (%) Female,4.422,Estimate.
624,Guinea-Bissau,2010,Employment by industry: Services (%) Female,20.763,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Agriculture (%) Male and Female,69.735,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Industry (%) Male and Female,6.885,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Services (%) Male and Female,23.38,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Agriculture (%) Male,66.869,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Industry (%) Male,9.378,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Services (%) Male,23.753,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Agriculture (%) Female,72.841,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Industry (%) Female,4.184,Estimate.
624,Guinea-Bissau,2015,Employment by industry: Services (%) Female,22.976,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Agriculture (%) Male and Female,67.794,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Industry (%) Male and Female,7.019,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Services (%) Male and Female,25.187,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Agriculture (%) Male,65.553,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Industry (%) Male,9.634,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Services (%) Male,24.813,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Agriculture (%) Female,70.238,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Industry (%) Female,4.168,Estimate.
624,Guinea-Bissau,2020,Employment by industry: Services (%) Female,25.594,Estimate.
328,Guyana,2005,Employment by industry: Agriculture (%) Male and Female,22.359,Estimate.
328,Guyana,2005,Employment by industry: Industry (%) Male and Female,24.245,Estimate.
328,Guyana,2005,Employment by industry: Services (%) Male and Female,53.397,Estimate.
328,Guyana,2005,Employment by industry: Agriculture (%) Male,28.701,Estimate.
328,Guyana,2005,Employment by industry: Industry (%) Male,29.947,Estimate.
328,Guyana,2005,Employment by industry: Services (%) Male,41.352,Estimate.
328,Guyana,2005,Employment by industry: Agriculture (%) Female,8.18,Estimate.
328,Guyana,2005,Employment by industry: Industry (%) Female,11.497,Estimate.
328,Guyana,2005,Employment by industry: Services (%) Female,80.324,Estimate.
328,Guyana,2010,Employment by industry: Agriculture (%) Male and Female,20.642,Estimate.
328,Guyana,2010,Employment by industry: Industry (%) Male and Female,23.457,Estimate.
328,Guyana,2010,Employment by industry: Services (%) Male and Female,55.9,Estimate.
328,Guyana,2010,Employment by industry: Agriculture (%) Male,26.576,Estimate.
328,Guyana,2010,Employment by industry: Industry (%) Male,30.415,Estimate.
328,Guyana,2010,Employment by industry: Services (%) Male,43.009,Estimate.
328,Guyana,2010,Employment by industry: Agriculture (%) Female,9.176,Estimate.
328,Guyana,2010,Employment by industry: Industry (%) Female,10.011,Estimate.
328,Guyana,2010,Employment by industry: Services (%) Female,80.813,Estimate.
328,Guyana,2015,Employment by industry: Agriculture (%) Male and Female,18.048,Estimate.
328,Guyana,2015,Employment by industry: Industry (%) Male and Female,23.215,Estimate.
328,Guyana,2015,Employment by industry: Services (%) Male and Female,58.737,Estimate.
328,Guyana,2015,Employment by industry: Agriculture (%) Male,23.302,Estimate.
328,Guyana,2015,Employment by industry: Industry (%) Male,31.466,Estimate.
328,Guyana,2015,Employment by industry: Services (%) Male,45.232,Estimate.
328,Guyana,2015,Employment by industry: Agriculture (%) Female,8.92,Estimate.
328,Guyana,2015,Employment by industry: Industry (%) Female,8.88,Estimate.
328,Guyana,2015,Employment by industry: Services (%) Female,82.199,Estimate.
328,Guyana,2020,Employment by industry: Agriculture (%) Male and Female,16.806,Estimate.
328,Guyana,2020,Employment by industry: Industry (%) Male and Female,22.884,Estimate.
328,Guyana,2020,Employment by industry: Services (%) Male and Female,60.31,Estimate.
328,Guyana,2020,Employment by industry: Agriculture (%) Male,21.69,Estimate.
328,Guyana,2020,Employment by industry: Industry (%) Male,31.886,Estimate.
328,Guyana,2020,Employment by industry: Services (%) Male,46.424,Estimate.
328,Guyana,2020,Employment by industry: Agriculture (%) Female,8.762,Estimate.
328,Guyana,2020,Employment by industry: Industry (%) Female,8.055,Estimate.
328,Guyana,2020,Employment by industry: Services (%) Female,83.183,Estimate.
332,Haiti,2005,Employment by industry: Agriculture (%) Male and Female,35.495,Estimate.
332,Haiti,2005,Employment by industry: Industry (%) Male and Female,6.91,Estimate.
332,Haiti,2005,Employment by industry: Services (%) Male and Female,57.595,Estimate.
332,Haiti,2005,Employment by industry: Agriculture (%) Male,49.175,Estimate.
332,Haiti,2005,Employment by industry: Industry (%) Male,10.632,Estimate.
332,Haiti,2005,Employment by industry: Services (%) Male,40.193,Estimate.
332,Haiti,2005,Employment by industry: Agriculture (%) Female,19.588,Estimate.
332,Haiti,2005,Employment by industry: Industry (%) Female,2.582,Estimate.
332,Haiti,2005,Employment by industry: Services (%) Female,77.831,Estimate.
332,Haiti,2010,Employment by industry: Agriculture (%) Male and Female,33.557,Estimate.
332,Haiti,2010,Employment by industry: Industry (%) Male and Female,6.54,Estimate.
332,Haiti,2010,Employment by industry: Services (%) Male and Female,59.903,Estimate.
332,Haiti,2010,Employment by industry: Agriculture (%) Male,47.331,Estimate.
332,Haiti,2010,Employment by industry: Industry (%) Male,10.096,Estimate.
332,Haiti,2010,Employment by industry: Services (%) Male,42.573,Estimate.
332,Haiti,2010,Employment by industry: Agriculture (%) Female,16.937,Estimate.
332,Haiti,2010,Employment by industry: Industry (%) Female,2.249,Estimate.
332,Haiti,2010,Employment by industry: Services (%) Female,80.814,Estimate.
332,Haiti,2015,Employment by industry: Agriculture (%) Male and Female,30.307,Estimate.
332,Haiti,2015,Employment by industry: Industry (%) Male and Female,7.092,Estimate.
332,Haiti,2015,Employment by industry: Services (%) Male and Female,62.601,Estimate.
332,Haiti,2015,Employment by industry: Agriculture (%) Male,43.553,Estimate.
332,Haiti,2015,Employment by industry: Industry (%) Male,11.312,Estimate.
332,Haiti,2015,Employment by industry: Services (%) Male,45.135,Estimate.
332,Haiti,2015,Employment by industry: Agriculture (%) Female,14.543,Estimate.
332,Haiti,2015,Employment by industry: Industry (%) Female,2.07,Estimate.
332,Haiti,2015,Employment by industry: Services (%) Female,83.386,Estimate.
332,Haiti,2020,Employment by industry: Agriculture (%) Male and Female,28.323,Estimate.
332,Haiti,2020,Employment by industry: Industry (%) Male and Female,6.642,Estimate.
332,Haiti,2020,Employment by industry: Services (%) Male and Female,65.035,Estimate.
332,Haiti,2020,Employment by industry: Agriculture (%) Male,41.544,Estimate.
332,Haiti,2020,Employment by industry: Industry (%) Male,10.691,Estimate.
332,Haiti,2020,Employment by industry: Services (%) Male,47.764,Estimate.
332,Haiti,2020,Employment by industry: Agriculture (%) Female,12.678,Estimate.
332,Haiti,2020,Employment by industry: Industry (%) Female,1.851,Estimate.
332,Haiti,2020,Employment by industry: Services (%) Female,85.471,Estimate.
340,Honduras,2005,Employment by industry: Agriculture (%) Male and Female,33.109,
340,Honduras,2005,Employment by industry: Industry (%) Male and Female,23.515,
340,Honduras,2005,Employment by industry: Services (%) Male and Female,43.376,
340,Honduras,2005,Employment by industry: Agriculture (%) Male,45.702,
340,Honduras,2005,Employment by industry: Industry (%) Male,22.807,
340,Honduras,2005,Employment by industry: Services (%) Male,31.491,
340,Honduras,2005,Employment by industry: Agriculture (%) Female,8.414,
340,Honduras,2005,Employment by industry: Industry (%) Female,24.902,
340,Honduras,2005,Employment by industry: Services (%) Female,66.683,
340,Honduras,2010,Employment by industry: Agriculture (%) Male and Female,36.452,
340,Honduras,2010,Employment by industry: Industry (%) Male and Female,19.075,
340,Honduras,2010,Employment by industry: Services (%) Male and Female,44.473,
340,Honduras,2010,Employment by industry: Agriculture (%) Male,49.47,
340,Honduras,2010,Employment by industry: Industry (%) Male,19.047,
340,Honduras,2010,Employment by industry: Services (%) Male,31.483,
340,Honduras,2010,Employment by industry: Agriculture (%) Female,11.911,
340,Honduras,2010,Employment by industry: Industry (%) Female,19.129,
340,Honduras,2010,Employment by industry: Services (%) Female,68.959,
340,Honduras,2015,Employment by industry: Agriculture (%) Male and Female,28.722,
340,Honduras,2015,Employment by industry: Industry (%) Male and Female,21.813,
340,Honduras,2015,Employment by industry: Services (%) Male and Female,49.465,
340,Honduras,2015,Employment by industry: Agriculture (%) Male,40.506,
340,Honduras,2015,Employment by industry: Industry (%) Male,22.322,
340,Honduras,2015,Employment by industry: Services (%) Male,37.173,
340,Honduras,2015,Employment by industry: Agriculture (%) Female,7.461,
340,Honduras,2015,Employment by industry: Industry (%) Female,20.896,
