Region/Country/Area		Year	Series	Value	Footnotes	Source
833	Isle of Man	2006	Employment by industry: Services (%) Male and Female	83.3	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Agriculture (%) Male	2.9	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Industry (%) Male	24	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Services (%) Male	73	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Agriculture (%) Female	0.7	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Industry (%) Female	3.9	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Services (%) Female	95.4	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Agriculture (%) Male and Female	2.021		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Industry (%) Male and Female	21.554		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Services (%) Male and Female	76.425		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Agriculture (%) Male	2.769		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Industry (%) Male	30.175		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Services (%) Male	67.056		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Agriculture (%) Female	1.134		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Industry (%) Female	11.326		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2005	Employment by industry: Services (%) Female	87.54		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Agriculture (%) Male and Female	1.301	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Industry (%) Male and Female	19.089	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Services (%) Male and Female	79.609	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Agriculture (%) Male	1.835	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Industry (%) Male	27.793	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Services (%) Male	70.373	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Agriculture (%) Female	0.692	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Industry (%) Female	9.16	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2010	Employment by industry: Services (%) Female	90.147	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Agriculture (%) Male and Female	1.021		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Industry (%) Male and Female	17.575		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Services (%) Male and Female	81.405		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Agriculture (%) Male	1.389		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Industry (%) Male	26.05		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Services (%) Male	72.561		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Agriculture (%) Female	0.604		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Industry (%) Female	7.99		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2015	Employment by industry: Services (%) Female	91.406		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Agriculture (%) Male and Female	0.9	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Industry (%) Male and Female	16.823	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Services (%) Male and Female	82.276	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Agriculture (%) Male	1.281	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Industry (%) Male	25.108	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Services (%) Male	73.611	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Agriculture (%) Female	0.478	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Industry (%) Female	7.627	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
376	Israel	2020	Employment by industry: Services (%) Female	91.896	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
380	Italy	2005	Employment by industry: Agriculture (%) Male and Female	4.199		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
380	Italy	2005	Employment by industry: Industry (%) Male and Female	30.684		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
380	Italy	2005	Employment by industry: Services (%) Male and Female	65.117		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
